Transcription,Layer A_dhrithi,Layer B_dhrithi,Target_dhrithi,Span_dhrithi,Confidence_dhrithi,Comments_dhrithi,Unnamed: 7,Layer A_lavanya,Layer B_lavanya,Target_lavanya,Span_lavanya,Confidence_lavanya,Comments_lavanya,Layer_A_Match,Layer_B_Match
"President Trump, both you and President Biden have tried to address this issue, but the average cost of childcare in this country has risen to more than $11,000 a year per child. For many families, the cost of childcare for two children is more than their rent. In your second term, what would you do to make childcare more affordable?",Q-W,,,,1,,,Q-OQ,,,,1,,FALSE,FALSE
"TRUMP: Just to go back. The general got fired because he was no good. And if he said that, that's why he made it up. But we have 19 people that said I didn't say it, and they're very highly respected, much more so than him.",S,PER,Biden,,1,,,S-Inform,AEX,,,1,,FALSE,FALSE
"The other thing is, he doesn't fire people. He never fired people. I've never seen him fire anybody. I did fire a lot. I fired Comey because he was no good. I fired a lot of the top people at the FBI, drained the swamp. They were no good. Not easy to fire people. You'd pay a price for it, but they were no good. I inherited these people. I didn't put him there. I didn't put Comey there. He was no good. I fired him.",CH,"AP,PER",Biden,,1,,,S,"IT, AP, AE, PER, ATTR",Biden,"ATTR, PER, PB start",1,,FALSE,FALSE
This guy hasn't fired anybody. He never fires. He should have fired every military man that was involved with that Afghan – the Afghanistan horror show. The most embarrassing moment in the history of our country. He didn't fire?,"S,CH","PER,ATTR",Biden,,1,,,S,"ATTR, PER, PB",Biden,,1,,FALSE,FALSE
"Did you fire anybody? Did you fire anybody that's on the border, that's allowed us to have the worst border in the history of the world? Did anybody get fired for allowing 18 million people, many from prisons, many from mental institutions? Did you fire anybody that allowed our country to be destroyed? Joe, our country is being destroyed as you and I sit up here and waste a lot of time on this debate. This shouldn't be a debate.",Q-RHET,"PER,AF,     PB,AE",Biden,,1,,,Q-RHET,"ATTR, PER, PB, AE, AF",Biden,,1,,TRUE,FALSE
"He is the worst president. He just said it about me because I said it. But look, he's the worst president in the history of our country. He's destroyed our country. Now, all of a sudden, he's trying to get a little tough on the border. He come out – came out with a nothing deal, and it reduced it a little bit. A little bit, like this much. It's insignificant.",S,"ATTR,PER,   REB",Biden,,1,,,S,"ATTR, PER, PB",Biden,,1,,TRUE,FALSE
"He wants open borders. He wants our country to either be destroyed or he wants to pick up those people as voters. And I don't think – we just can't let it happen. If he wins this election, our country doesn't have a chance. Not even a chance of coming out of this rut. We probably won't have a country left anymore. That's how bad it is. He is the worst in history by far.",CH,"AF,PER,      ATTR",Biden,,1,,,S,"SE, ATTR, PER, PB",Biden,"ATTR, PER, PB end",1,,FALSE,FALSE
"TAPPER: Thank you, President Trump. President Biden?","THK,TG",,,,1,,,"THK, TG",,,,1,,FALSE,FALSE
"TAPPER: Thank you, President Trump. President Biden?","THK,TG",,,,1,,,"THK, TG",,,,1,,FALSE,FALSE
BIDEN: We are the most admired country in the world. We're the United States of America. There's nothing beyond our capacity. We have the finest military in the history of the world. The finest in the history of the world. No one thinks we're weak. No one wants to screw around with us. Nobody. Number one.,S,AP,,,1,,,S,"APAT, AP",,,1,,TRUE,TRUE
"Number two, the idea that we're talking about worst presidents. I wasn't joking. Look it up. Go online. 159 or 58, don't hold me the exact number, presidential historians. They've had meetings and they voted who's the worst president in American history. One through best to worst. They said he was the worst in all of American history. That's a fact. That's not conjecture. He can argue the wrong, but that's what they voted.",S,PER,Trump,,1,,,S,"ATTR, PB, PER, AE",Trump and Opponent group,"ATTT, PER, AE start",1,,TRUE,TRUE
"The idea that he is knowing (ph) – doing anything to deal with child care. He did very – virtually nothing to child care. We should significantly increase the child care tax credit. We should significantly increase the availability of women and men for child or single parents to be able to go back to work, and we should encourage businesses to hold – to have child care facilities.",ANS,,,,1,,,S-Inform,"ATTR, PER, IT, AE",Trump,"ATTR, PB, PER, AE end",1,,FALSE,FALSE
"TAPPER: Thank you, President Biden. President Trump, the question was about what would you do to make child care more affordable? If you want to take your minute.","THK,TG,Q-OQ",,,,1,,,"THK, TG, Q-OQ",,,,1,,FALSE,FALSE
"TRUMP: Just you understand, we have polling. We have other things that do – they rate him the worst because what he's done is so bad. And they rate me – yes, I'll show you. I will show you. And they rate me one of the best. OK.",CH,,,,1,,,ANS,"PER, IT, AP",Biden,,1,,FALSE,FALSE
"And if I'm given another four years, I will be the best. I think I'll be the best. Nobody's ever created an economy like us. Nobody ever cut taxes like us. He's the only one I know. He wants to raise your taxes by four times. He wants to raise everybody's taxes by four times. He wants the Trump tax cuts to expire so everybody, including the two of you are going to pay four to five times. Nobody ever heard of this before.",S,"AP,ATTR,  PER",Biden,,1,,,S-Inform,"AP, IT, ATTR, PER",Biden,,1,,FALSE,FALSE
"All my life I'd grow up and I'd see politicians talking about cutting taxes. When we cut taxes, as I said, we did more business. Apple and all these companies, they were bringing money back into our country. The worst president in history by far, and everybody knows it.",S,"CB,PER,     ATTR",Biden,,1,,,S,"PB, ATTR, PER, IT",Biden,,1,,TRUE,FALSE
TAPPER: President Biden?,TG,,,,1,,,TG,,,,1,,TRUE,FALSE
TAPPER: President Biden?,TG,,,,1,,,TG,,,,1,,TRUE,FALSE
TAPPER: President Biden?,TG,,,,1,,,TG,,,,1,,TRUE,FALSE
TAPPER: President Biden?,TG,,,,1,,,TG,,,,1,,TRUE,FALSE
"BIDEN: Look, the fact of the matter is that he's dead wrong about it. He's increased the tariff – he's increased – he will increase the taxes on middle class people. I said I'd never raise a tax on anybody making less than $400,000. I didn't.","CH,S","PER,ATTR",Trump,,1,,,ANS,"REB, AEX, ATTR, PB",,,1,,FALSE,FALSE
"But this tariff – these 10 percent tariffs, everything coming into the country, you know what the economists say? That's going to cost the average American $2,500 a year and more, because they're going to have to pay the difference in food and all the things that are very important.",S-Inform,,,,1,,,Q-RHET,"ATTR, PB",,,1,,FALSE,FALSE
"Number two, he's in a situation where he talks about how he has not raised – he somehow helped the middle class. The middle class has been devastated by you. Now you want a new tax cut of $5 trillion over the next ten years, which is going to fundamentally bankrupt the country. You had the largest deficit of any president in American history, number one.","S,CH",PER,Trump,,1,,,S-Inform,"AEX, ATTR, PB, PER",,,1,,FALSE,TRUE
"Number two, you have not, in fact, made any contact, any progress with China. We are the lowest trade deficit with China since 2010.",S-Inform,,,,1,,,S-Inform," ATTR, PB, PER",,,1,,TRUE,FALSE
"TAPPER: Thank you, President Biden. Thank you, President Biden.",THK,,,,1,,,THK,,,,1,,TRUE,FALSE
"Let's discuss an epidemic impacting millions of Americans that both of you have made a top priority in your first term, the opioid crisis. And for both of you, the number of overdose deaths in this country has gone up. Under your term, it went up. Under your term, it has gone up.",S-Inform,,,,1,,,S-Inform,AE,,,1,,TRUE,FALSE
"Former President Trump, despite the efforts that both of you have made, more than 100,000 Americans are dying from overdoses every year, primarily from fentanyl and other opioids. What will you do to help Americans right now in the throes of addiction, who are struggling to get the treatment they need?",Q-W,,,,1,,,Q-OQ,,,,1,,FALSE,FALSE
"TRUMP: To finish up, we now have the largest deficit in the history of our country under this guy, we have the largest deficit with China. He gets paid by China. He's a Manchurian Candidate. He gets money from China. So I think he's afraid to deal with him or something.",S,"ATTR,PER,  AF",Biden,,1,,,ANS,"ATTR, PER, PB,",Biden,,1,,FALSE,FALSE
"But do you notice? He never took out my tariffs because we bring in so much money with the tariffs that I imposed on China. He never took them away. He can't because it's too much money. It's tremendous. And we saved our steel industries. And there was more to come, but he hasn't done that.",CH,"AP,PER,    ATTR",Biden,,1,,,Q-RHET,"ATTR, PER, PB, IT",Biden,,1,,FALSE,FALSE
"But he hasn't cut the tariffs because he can't, because it's too much money. But he's got the largest deficit in the history of our country and he's got the worst situation with China. China is going to own us if you keep allowing them to do what they're doing to us as a country. They are killing us as a country, Joe, and you can't let that happen. You're destroying our country.",S,"ATTR,PER,  AF",Biden,,1,,,S,"ATTR, PER, PB, AF",Biden,,1,,TRUE,FALSE
"TAPPER: So, President Trump, you have 67 seconds left. The question was, what are you going to do to help Americans in the throes of addiction right now who are struggling to get the treatment they need?",Q-W,,,,1,,,Q-OQ,,,,1,,FALSE,FALSE
"TRUMP: Jake, we're doing very well at addiction until the COVID came along. We had the two-and-a-half, almost three years of like nobody's ever had before, any country in every way. And then we had to get tough. And it was – the drugs pouring across the border, we're – it started to increase.",ANS,AP,,,1,,,ANS,"AE,AF, IT",,,1,,TRUE,FALSE
"We got great equipment. We bought the certain dog. That's the most incredible thing that you've ever seen, the way they can spot it. We did a lot. And we had – we were getting very low numbers. Very, very low numbers.",S,,,,1,,,S-Inform,"AP, IT",,,1,,FALSE,FALSE
"Then he came along. The numbers – have you seen the numbers now? It's not only the 18 million people that I believe is even low, because the gotaways, they don't even talk about gotaways. But the numbers of – the amount of drugs and human trafficking in women coming across our border, the worst thing I've ever seen at numbers – nobody's ever seen under him because the border is so bad. But the number of drugs coming across our border now is the largest we've ever had by far.",S-Inform,"AF,ATTR,   PER",Biden,,1,,,Q-RHET,"ATTR, PER, PB, AF",Biden,,1,,FALSE,FALSE
"TAPPER: President Trump, thank you. President Biden?",THK,,,,1,,,"THK, TG",,,,1,,TRUE,FALSE
"BIDEN: Fentanyl and the byproducts of fentanyl went down for a while. And I wanted to make sure we use the machinery that can detect fentanyl, these big machines that roll over everything that comes across the border, and it costs a lot of money. That was part of this deal we put together, this bipartisan deal.",S,,,,1,,,ANS,"IT, AE",,,1,,FALSE,FALSE
"More fentanyl machines, were able to detect drugs, more numbers of agents, more numbers of all the people at the border. And when we had that deal done, he went – he called his Republican colleagues said don't do it. It's going to hurt me politically.",S-Inform,"PER,AP",Trump,,1,,,S-Inform,"IT, AP, ATTR",Trump,,1,,TRUE,FALSE
He never argued. It's not a good bill. It's a really good bill. We need those machines. We need those machines. And we're coming down very hard in every country in Asia in terms of precursors for fentanyl. And Mexico is working with us to make sure they don't have the technology to be able to put it together. That's what we have to do. We need those machines.,S-Inform,,,,1,,,S-Inform,"ATTR, PER, PB",Trump,,1,,TRUE,FALSE
"TAPPER: Thank you, President Biden. President Trump, and again, the question is about Americans in the throes of addiction right now struggling to get the treatment they need.","THK,TG",,,,1,,,"THK, TG",,,,1,,FALSE,FALSE
"TRUMP: Because this does pertain to it. He ended remain in Mexico, he ended catch and release. I made the catch and release in Mexico, not catch and release here. We had so many things that we had done, hard negotiations with Mexico, and I got it all for nothing.",S-Inform,AP,,,1,,,"ANS, CH","ATTR, PER, PB, IT, AE",Biden,,1,,FALSE,FALSE
"It's just like when you have a hostage, we always pay $6 billion for a – every time we sees hostage. Now we have a hostage. A Wall Street Journal reporter, I think a good guy, and he's over there because Putin is laughing at this guy, probably asking for billions of dollars for the reporter.",S,PER,Biden,,1,,,S,"AE, PB, PER",Biden,,1,,TRUE,TRUE
"I will have him out very quickly, as soon as I take office, before I take office. I said by literally as soon as I win the election, I will have that reporter out. He should have had him out a long time ago. But Putin is probably asking for billions and billions of dollars because this guy pays it every time.",S,PER,Biden,,1,,,S,"PB, AE, IT, ATTR, PER",Biden,,1,,TRUE,TRUE
We had two cases where we paid $6 billion for five people. I got 58 people out and I paid essentially nothing.,S-Inform,,,,1,,,S-Inform,"ATTR, PER, IT",,,1,,TRUE,FALSE
"TAPPER: Thank you, President Trump.",THK,,,,1,,,THK,,,,1,,TRUE,FALSE
"TAPPER: Thank you, President Trump.",THK,,,,1,,,THK,,,,1,,TRUE,FALSE
"TAPPER: Thank you, President Trump.",THK,,,,1,,,THK,,,,1,,TRUE,FALSE
"TAPPER: Thank you, President Trump.",THK,,,,1,,,THK,,,,1,,TRUE,FALSE
"TAPPER: Thank you, President Trump.",THK,,,,1,,,THK,,,,1,,TRUE,FALSE
"TAPPER: Thank you, President Trump.",THK,,,,1,,,THK,,,,1,,TRUE,FALSE
BASH: Let's turn to concerns that voters have about each of you.,TT,,,,1,,,S,,,,1,,FALSE,FALSE
"President Biden, you would be 86 at the end of your second term. How do you address concerns about your capability to handle the toughest job in the world well into your 80s?",Q-W,,,,1,,,Q-OQ,,,,1,,FALSE,FALSE
"BIDEN: Well, first of all, I spent half my career being – being criticized being the youngest person in politics. I was the second-youngest person ever elected to the United States Senate. And now I'm the oldest. This guy's three years younger and a lot less competent. I think that just look at the record. Look what I've done. Look how I've turned around the horrible situation he left me.",ANS,"PER,ATTR",Trump,,1,,,ANS,"AE, ATTR, PER, AP, IT",Trump,,1,,TRUE,FALSE
"As I said, 50 million new jobs, 800,000 manufacturing jobs, more investment in America, over millions – billions of dollars in private investment and – and enterprises that we are growing. We've – by the way, we brought an awful a lot of people – the whole idea of computer chips. We used to have 40 percent of the market. We invented those chips. And we lost it because he was sending people to cheap – to find the cheapest jobs overseas and to bring home a product.",S-Inform,,,,1,,,S-Inform,"SE, AP, IT, ATTR, PER, AE",Trump,,1,,TRUE,FALSE
"So I went – I went to South Korea. I convinced Samsung to invest billions of dollars here in the United States. And then guess what? Those fabs, they call them, to – to build these chips, those fabs pay over $100,000. You don't need a college degree for them. And there's billions, about $40 billion already being invested and being built right now in the United States, creating significant jobs for Americans all over – from all over the world.",S-Inform,PB,,,1,,,S-Inform,"APAT, AP",,,1,,TRUE,FALSE
"BASH: President Biden, you have 40 seconds left. Would you like to add anything?",TT,,,,1,,,"TT, TG",,,,1,,TRUE,FALSE
"BIDEN: Yeah, I would. The idea that somehow we are this failing country, I never heard a president talk like this before. We – we're the envy of the world. Name me a single major country president who wouldn't trade places with the United States of America. For all our problems and all our opportunities, we're the most progressive country in the world and getting things done. We're the strongest country in the world. We're country in the world who keeps our word and everybody trusts us, all of our allies.","TA, S-Inform","AP,PER",Trump,,1,,,ANS,"AF, ATTR, APAT",Trump,,1,,FALSE,FALSE
"And our – those who he cuddles up to, from Kim Jong-un who he sends love letters to, or Putin, et cetera, they don't want to screw around with us.",S-Inform,PER,Trump,,1,,,S,"PER, APAT",,,1,,FALSE,TRUE
BASH: Thank you.,THK,,,,1,,,THK,,,,1,,TRUE,FALSE
BASH: Thank you.,THK,,,,1,,,THK,,,,1,,TRUE,FALSE
BASH: Thank you.,THK,,,,1,,,THK,,,,1,,TRUE,FALSE
BASH: Thank you.,THK,,,,1,,,THK,,,,1,,TRUE,FALSE
BASH: Thank you.,THK,,,,1,,,THK,,,,1,,TRUE,FALSE
BASH: Thank you.,THK,,,,1,,,THK,,,,1,,TRUE,FALSE
BASH: Thank you.,THK,,,,1,,,THK,,,,1,,TRUE,FALSE
"Former President Trump, to follow up, you would be 82 at the end of your second term. What do you say to voters who have concerns about your capabilities to serve?","Q-W,TG",,,,1,,,Q-OQ,,,,1,,FALSE,FALSE
"TRUMP: Well, I took two tests, cognitive tests. I aced them, both of them, as you know. We made it public. He took none. I'd like to see him take one, just one, a real easy one. Like go through the first five questions, he couldn't do it. But I took two cognitive tests. I took physical exams every year. And, you know, we knock on wood, wherever we may have wood, that I'm in very good health. I just won two club championships, not even senior, to regular club championships. To do that, you have to be quite smart and you have to be able to hit the ball along way. And I do it. He doesn't do it. He can't hit a ball 50 yards. He CHenged me to a golf match. He can hit a ball 50 years.",CH,"AP,PER,AF,   SE",Biden,,1,,,S-Inform,"AP, PER, IT",Biden,,1,,FALSE,FALSE
"I think I'm a very good shape. I feel that I'm in as good a shape as I was 25, 30 years ago. Actually, I'm probably a little bit lighter. But I'm in as good a shape as I was years ago. I feel very good. I feel the same.",S,"IP,AP",,,1,,,S-Inform,"AP, IT",,,1,,FALSE,FALSE
"But I took – I was willing to take a cognitive test. And you know what, if I didn't do well – I aced them. Dr. Ronny Jackson, who's great guy, when he was White House doctor. And then I took another one, a similar one, and both – one of them said they'd never seen anybody ace them.",S,AP,,,1,,,S-Inform,"AP, IT",,,1,,FALSE,TRUE
BASH: Thank you.,THK,,,,1,,,THK,,,,1,,TRUE,FALSE
BASH: Thank you.,THK,,,,1,,,THK,,,,1,,TRUE,FALSE
BASH: Thank you.,THK,,,,1,,,THK,,,,1,,TRUE,FALSE
BASH: Thank you.,THK,,,,1,,,THK,,,,1,,TRUE,FALSE
BASH: Thank you.,THK,,,,1,,,THK,,,,1,,TRUE,FALSE
BASH: Thank you.,THK,,,,1,,,THK,,,,1,,TRUE,FALSE
BASH: Thank you.,THK,,,,1,,,THK,,,,1,,TRUE,FALSE
President Biden?,TG,,,,1,,,TG,,,,,,TRUE,FALSE
President Biden?,TG,,,,1,,,TG,,,,1,,TRUE,FALSE
President Biden?,TG,,,,1,,,TG,,,,1,,TRUE,FALSE
BIDEN: You're going to see he's six-foot-five and only 225 pounds – or 235 pounds.,S,"PER,REB",Trump,,1,,,,,,,1,,FALSE,FALSE
TRUMP: [inaudible].,,,,,,,,,,,,1,,FALSE,FALSE
TRUMP: [inaudible].,,,,,,,,,,,,1,,FALSE,FALSE
"BIDEN: Well, you said six-four, 200.",S,"PER,REB",Trump,,1,,,S,"AEX, REB",Trump,,1,,TRUE,FALSE
TRUMP: [inaudible].,,,,,,,,,,,,1,,FALSE,FALSE
TRUMP: [inaudible].,,,,,,,,,,,,1,,FALSE,FALSE
"BIDEN: Well, anyway, that's – anyway, just take a look at what he says he is and take a look at what he is.",CH,"AEX,ATTR",Trump,,1,,,CH,"ATTR, AEX",Trump,,1,,TRUE,FALSE
"Look, I'd be happy to have a driving contest with him. I got my handicap, which, when I was vice president, down to a 6.",S,"AP,AE",,,1,,,S,"AP, AE",,,1,,TRUE,FALSE
"And by the way, I told you before I'm happy to play golf if you carry your own bag. Think you can do it?",Q-RHET,AEX,Trump,,1,,,Q-RHET,AEX,Trump,,1,,TRUE,TRUE
"TRUMP: That's the biggest lie that he's a 6 handicap, of all.",CH,"AEX,REB",,,1,,,CH,"AEX, REB",,,1,,TRUE,FALSE
BIDEN: I was 8 handicap.,S,,,,1,,,S,,,,1,,TRUE,FALSE
TRUMP: Yeah.,CH,,Biden,,1,,,CH,,Biden,,1,,TRUE,FALSE
"BIDEN: Eight, but I have – you know how many…","S-Inform,CH",,Trump,,1,,,"S-Inform, CH",,Trump,,1,,FALSE,FALSE
"TRUMP: I've seen your swing, I know your swing.",CH,"ATTR,REB,  AEX",Biden,,1,,,CH,"ATTR, AEX, REB",Biden,,1,,TRUE,FALSE
[crosstalk],,,,,,,,,,,,,,FALSE,FALSE
[crosstalk],,,,,,,,,,,,1,,FALSE,FALSE
[crosstalk],,,,,,,,,,,,1,,FALSE,FALSE
"BASH: President Trump, we're going to…",TT,,,,1,,,TT,,,,1,,TRUE,FALSE
[crosstalk],,,,,,,,,,,,,,FALSE,FALSE
[crosstalk],,,,,,,,,,,,1,,FALSE,FALSE
[crosstalk],,,,,,,,,,,,1,,FALSE,FALSE
TRUMP: Let's not act like children.,CH,"AEX,REB",Biden,,1,,,CH,"AEX, REB",Biden,,1,,TRUE,FALSE
BIDEN: You are a child.,CH,"AEX,REB",Trump,,1,,,CH,"AEX, REB",Trump,,1,,TRUE,FALSE
"BASH: To you, a specific concern that voters have about you. Will you pledge tonight that once all legal CHenges have been exhausted that you will accept the results of this election regardless of who wins and you will say right now that political violence in any form is unacceptable?",Q-OQ,,,,1,,,Q-OQ,,,,1,,TRUE,FALSE
"TRUMP: Well, I shouldn't have to say that, but, of course, I believe that. It's totally unacceptable.","ANS,AGR","PB,AEX",,,1,,,"ANS, AGR","PB, AEX",,,1,,FALSE,FALSE
"And if you would see my statements that I made on Twitter at the time, and also my statement that I made in the Rose Garden, you would say it's one of the strongest statements you've ever seen.",S-Inform,"AE,AP",,"AE,AP Start",1,,,S-Inform,"AE, AP",,"AE, AP start",1,,TRUE,FALSE
"In addition to the speech I made, in front of, I believe, the largest crowd I've ever spoken to, and I will tell you, nobody ever talks about that. They talk about a relatively small number of people that went to the Capitol. And in many cases were ushered in by the police.",S-Inform,"AE,AP",,"AE,AP End",1,,,S-Inform,"AE, AP",,"AE, AP end",1,,TRUE,FALSE
"And as Nancy Pelosi said, it was her responsibility, not mine. She said that loud and clear.",S-Inform,,,,1,,,S-Inform,,,,1,,TRUE,FALSE
"But the answer is, if the election is fair free, and I want that more than anybody.",S-Inform,IT,,,1,,,S-Inform,IT,,,1,,TRUE,TRUE
"And I'll tell you something – I wish he was a great president because I wouldn't be here right now. I'd be at one of my many places enjoying myself. I wouldn't be under indictment because I wouldn't have been his political appoint – you know, opponent. Because he indicted me because I was his opponent.",S-Inform,"ATTR,PER,   PB",Biden,"ATTR,PER,   PB Start",1,,,S-Inform,"ATTR, PER, PB",Biden,"ATTR, PER, PB start",1,,TRUE,FALSE
"I wish he was a great president. I would rather have that. I wouldn't be here. I don't mind being here, but the only reason I'm here is he's so bad as a president that I'm going to make America great again. We're going to make America great again.",S-Inform,"ATTR,APAT,    PER,PB",Biden,,1,,,S-Inform,"ATTR, PER, PB, APAT",Biden,,1,,TRUE,FALSE
We're a failing nation right now. We're a seriously failing nation. And we're a failing nation because of him. His policies are so bad. His military policies are insane. They're insane.,S-Inform,"ATTR,PER,  PB",Biden,,1,,,S-Inform,"ATTR, PER, PB",Biden,,1,,TRUE,FALSE
"These are wars that will never end with him. He will drive us into World War Three and we're closer to World War Three than anybody can imagine. We are very, very close to World War Three, and he's driving us there.",S-Inform,"ATTR,PER,  PB",Biden,"ATTR,PER,  PB End",1,,,S-Inform,"ATTR, PER, PB",Biden,"ATTR, PER, PB end",1,,TRUE,FALSE
"And Kim Jong Un, and President Xi of China – Kim Jong Un of North Korea, all of these – Putin – they don't respect them. They don't fear him. They have nothing going with this gentleman and he's going to drive us into World War Three.",S-Inform,"ATTR,PER",Biden,,1,,,S-Inform,"ATTR, PER",Biden,,1,,TRUE,FALSE
"BIDEN: If you want a World War Three, let him follow (ph) and win, and let Putin say, do what you want to NATO – just do what you want.",CH,"REB,AEX,   ATTR",Trump,,1,,,CH,"REB, AEX, ATTR",Trump,,1,,TRUE,FALSE
"There's a thing called Article Five, an attack on one is attack on all, a required response.",S-Inform,"REB,AEX,PB",Trump,,1,,,S-Inform,"REB, AEX, PB",Trump,,1,,TRUE,FALSE
"The idea – the idea – I can't think of a single major leader in the world who wouldn't trade place with what job I've done and what they've done because we are a powerful nation, we have wonderful piece (ph), because of the people, not me, because of the American people. They're capable of anything and they step up when they're needed.",S-Inform,"AP, APAT,AE",Trump,,1,,,S-Inform,"AP, APAT, AE",,,1,,TRUE,TRUE
"And right now, we're needed. We're needed to protect the world because our own safety is at stake.",S,"AP,AE,PB",,,1,,,S,"AP, AE, PB",,,1,,TRUE,FALSE
"And again, you want to have war, just let Putin go ahead and take Kyiv, make sure they move on, see what happens in Poland, Hungary, and other places along that border. Then you have a war.",S,"ATTR,PER,    AE",Trump,,1,,,S,"ATTR, PER, AE",Trump,,1,,TRUE,FALSE
"BASH: President Trump, as I come back to you for a follow-up. The question was, will you accept the results of this election regardless of who wins?",Q-OQ,,,,1,,,Q-OQ,,,,1,,TRUE,FALSE
"TRUMP: Just to finish what he said, if I might, Russia – they took a lot of land from Bush. They took a lot of land from Obama and Biden. They took no land, nothing from Trump, nothing.",ANS,"AP,ATTR,IT,   PB",Opponent Group,,1,,,ANS,"AP, ATTR, IT, PB",Opponent group,,1,,TRUE,FALSE
"He knew not to do it. He's not going to play games with me. He knew that. I got along with him very well, but he knew not to play games.",S-Inform,AP,,,1,,,S-Inform,AP,,,1,,TRUE,TRUE
"He took nothing from me, but now, he's going to take the whole thing from this man right here.",S-Inform,AP,,,1,,,S-Inform,AP,,,1,,TRUE,TRUE
"That's a war that should have never started. It would've never started ever with me. And he's going to take Ukraine and, you know, you asked me a question before, would you do this with – he's got us in such a bad position right now with Ukraine and Russia because Ukraine's not winning that war.",S,"PB,AF,AE",,,1,,,S,"PB, AF, AE",,,1,,TRUE,FALSE
"He said, I will never settle until such time – they're running out of people, they're running out of soldiers, they've lost so many people. It's so sad.",S-Inform,"SE,AF,AE",,,1,,,S-Inform,"SE, AF, AE",,,1,,TRUE,FALSE
"They've lost so many people and they've lost those gorgeous cities with the golden domes that are 1,000-years-old, all because of him and stupid decisions. Russia would've never attacked if I were president.",S-Inform,"AF,ATTR,PB,    IT,AP",,,1,,,S-Inform,"AF, ATTR, PB, AP, IT",,,1,,TRUE,FALSE
"BASH: President Trump, the question was, will you accept the results of the election regardless of who wins? Yes or no, please?",Q-YNQ,,,,1,,,Q-YNQ,,,,1,,TRUE,FALSE
"TRUMP: If it's a fair and legal and good election – absolutely. I would have much rather accepted these but the fraud and everything else was ridiculous that if you want, we'll have a news conference on it in a week or we'll have another one of these on – in a week.","ANS,AGR",,Biden,,1,,,"ANS, AGR",,Biden,,1,,FALSE,FALSE
But I will absolutely – there's nothing I'd rather do. It would be much easier for me to do that than I'm running again. I wasn't really going to run until I saw the horrible job he did. He's destroying our country.,AGR,"ATTR,PER,   PB",Biden,,1,,,AGR,"ATTR, PER, PB",Biden,,1,,TRUE,FALSE
"I would be very happy to be someplace else, in a nice location someplace. And again, no indictments, no political opponent's stuff, because it's the only way he thinks he can win.",S,"IT,ATTR,     PER, PB",Biden,,1,,,S,"IT, ATTR, PER, PB",Biden,,1,,TRUE,TRUE
"But unfortunately, it's driven up by numbers and driven it up to a very high level, because the people understand it.",S,AE,Biden,,1,,,S,AE,Biden,,1,,TRUE,TRUE
BIDEN: Let's see what your numbers are when this election is over.,CH,"AEX,REB",Trump,,1,,,CH,"AEX, REB",Trump,,1,,TRUE,FALSE
TRUMP: We'll see.,CH,"AEX,REB",Biden,,1,,,CH,"AEX, REB",Biden,,1,,TRUE,FALSE
"BIDEN: Let's see. You're a whiner. When you lost the first time, you continued to appeal and appeal to courts all across the country.",S-Inform,"PB,AEX,      ATTR,PER",Trump,"PB,AEX,    ATTR,PER Start",1,,,S-Inform,"PB, PER, ATTR, AEX",Trump,"PB, PER, ATTR, AEX start",1,,TRUE,FALSE
"Not one single court in America said any of your claims had any merit, state or local, none.",S-Inform,"PB,AEX,      ATTR,PER",Trump,,1,,,S-Inform,"PB, PER, ATTR, AEX",Trump,,1,,TRUE,FALSE
"But you continue to provoke this lie about somehow there's all this misrepresentation, all the stealing. There's no evidence of that at all.",S,"PER,ATTR,    AEX",Trump,,1,,,S,"PER, ATTR, AEX",Trump,,1,,TRUE,FALSE
"And I tell you what? I doubt whether you'll accept it because you're such a whiner. The idea if you lose again, you're accepting anything, you can't stand the loss. Something snapped in you when you lost the last time.",Q-RHET,"PER,ATTR,    AEX",Trump,"PB,AEX,      ATTR,PER End",1,,,Q-RHET,"PER, ATTR, AEX",Trump,"PB, PER, ATTR, AEX end",1,,TRUE,FALSE
BASH: We'll be right back with more from the CNN presidential debate live from Georgia.,"TT,MS",,,,1,,,"TT, MS",,,,1,,FALSE,FALSE
TAPPER: It is now time for the candidates to deliver their closing statements.,S,,,,1,,,S,,,,1,,TRUE,FALSE
"As predetermined by a coin toss, we're going to begin with you, President Biden. You have two minutes.",TG,,,,1,,,TG,,,,1,,TRUE,FALSE
BIDEN: We've made significant progress from the debacle that was left by President Trump in his – in his last term.,"S-Inform,CH","AP,PB,ATTR,   PER",Trump,,1,,,"S-Inform, CH","AP, ATTR, PER, PB",Trump,,1,,FALSE,FALSE
"We find ourselves in a situation where, number one, we have to make sure that we have a fair tax system. I ask anyone out there in the audience, or anyone out watching this debate, do you think the tax system is fair?",Q-RHET,PB,,,1,,,Q-RHET,PB,,,1,,TRUE,TRUE
"The fact is that I said, nobody even making under $400,000 had a single penny increasing their taxes and it will not. And if I'm reelected, that'll be the case again.",S-Inform,SE,,,1,,,S-Inform,"SE, PB",,,1,,TRUE,TRUE
"But this guy is – has increased your taxes because of the deficit. Number one, he's increased inflation because of the debacle he left after – when he handled the pandemic. And he finds himself in a position where he now wants to tax you more by putting a 10 percent tariff on everything comes into the United States America.",CH,"GD,AF,     ATTR,PB",Trump,,1,,,CH,"GD, AF, ATTR, PB, PB",Trump,,1,,TRUE,FALSE
